zone_id,total_flood_days,flood_rate,avg_degradation,final_degradation,max_degradation,avg_drift_memory,final_drift_memory,max_drift_memory,avg_load_ratio,max_load_ratio,avg_d1,avg_d2,avg_d3,final_w1,final_w2,final_w3,avg_adaptive_thresh,final_adaptive_thresh,flood_trend_slope,flood_acceleration,land_use,drain_material,drain_age_yrs,drain_capacity,infra_health_score,elevation_m,grid_row,grid_col,flood_classification,cluster,pca1,pca2,x_m,y_m,maintenance_priority_score,maintenance_rank,priority_tier
1956,0,0.0,0.1552111780821918,0.3,0.3,0.0906252602739726,0.0638,0.1355,0.13552038,0.4504,0.1552111780821918,0.020938602739726028,0.34261649315068493,0.0855,0.8645,0.05,0.8427492054794521,0.8449,0.0,0,green_space,concrete,26,95.04,54.6,12.96,39,6,SAFE,2,-2.516454834020657,-0.19368400557273058,1300.0,7900.0,0.4176,1661,MEDIUM
1957,36,0.009863013698630137,0.1284265205479452,0.2915,0.2915,0.0674371506849315,0.1227,0.2374,0.44704166,1.7505,0.1284265205479452,0.0572733698630137,0.06365991780821918,0.05,0.515,0.4349,0.8446060273972602,0.8402,-0.44848484848484804,-8,residential_dense,hdpe,21,91.52,61.4,19.42,39,7,SAFE,2,0.05249276609307369,-1.7887875215338145,1500.0,7900.0,0.4602,950,MEDIUM
1958,9,0.002465753424657534,0.16006657534246574,0.3,0.3,0.08364682191780821,0.0879,0.3246,0.3367977,1.2761,0.16006657534246574,0.05388131506849315,0.18375438356164384,0.05,0.9,0.05,0.8433081369863014,0.843,-0.13939393939393932,-3,residential_light,concrete,23,97.92,60.0,19.06,39,8,SAFE,2,-1.2300152181863198,-0.28017241361040185,1700.0,7900.0,0.4423,1112,MEDIUM
1959,9,0.002465753424657534,0.2056456712328767,0.3,0.3,0.12109901369863013,0.0962,0.2645,0.4213182,1.3166,0.2056456712328767,0.08679016438356164,0.36207416438356166,0.05,0.9,0.05,0.8403118630136986,0.8423,-0.05454545454545453,-5,residential_dense,concrete,4,116.16,95.7,20.45,39,9,SAFE,1,-0.37083471352429115,-0.6547303234546934,1900.0,7900.0,0.4223,1528,MEDIUM
1960,1,0.000273972602739726,0.21556717808219178,0.3,0.3,0.10599010958904109,0.073,0.2497,0.2327777,0.8979,0.21556717808219178,0.0499787397260274,0.45426690410958903,0.05,0.9,0.05,0.8415203013698631,0.8442,0.05454545454545456,1,residential_light,cast_iron,4,135.52,89.0,22.72,39,10,SAFE,1,-1.1119615985684195,-0.4421008549548785,2100.0,7900.0,0.3963,2238,MEDIUM
1961,0,0.0,0.13686769863013698,0.2989,0.2989,0.10398906849315068,0.0963,0.2222,0.12975323,0.3372,0.13686769863013698,0.017679890410958903,0.6576866575342466,0.1677,0.7823,0.05,0.8416804657534246,0.8423,0.0,0,green_space,pvc,4,96.8,91.9,25.72,39,11,SAFE,4,-3.5017639277227812,-0.6557247391022346,2300.0,7900.0,0.418,1652,MEDIUM
1962,13,0.003561643835616438,0.21381465753424658,0.3,0.3,0.12207071232876714,0.0788,0.3195,0.3872082,1.4735,0.21381465753424658,0.0825284109589041,0.41600983561643834,0.05,0.9,0.05,0.8402343835616438,0.8437,-0.18787878787878776,-5,residential_light,clay,11,72.96,83.6,28.44,39,12,SAFE,1,-0.7048264133739787,-0.8643670918899888,2500.0,7900.0,0.4135,1784,MEDIUM
1963,59,0.016164383561643837,0.15549693150684932,0.3,0.3,0.0937462191780822,0.0973,0.3722,0.4911483,1.4382,0.15549693150684932,0.0764157808219178,0.1263228493150685,0.05,0.9,0.05,0.842500904109589,0.8422,0.45454545454545475,13,residential_dense,concrete,15,105.6,71.8,30.63,39,13,SAFE,2,-0.26814977944497775,1.3117722861322911,2700.0,7900.0,0.4671,894,MEDIUM
1964,10,0.0027397260273972603,0.15541038356164383,0.2832,0.2832,0.09344783561643837,0.0799,0.303,0.39591992,1.3131,0.15541038356164383,0.061572575342465755,0.2936071780821918,0.05,0.9,0.05,0.8425241917808219,0.8436,-0.048484848484848506,-2,residential_light,pvc,15,88.0,73.7,32.02,39,14,SAFE,2,-1.4879973431629228,-0.0554355015294869,2900.0,7900.0,0.374,2397,MEDIUM
1965,102,0.027945205479452055,0.2063895890410959,0.3,0.3,0.12032128767123289,0.0993,0.4481,0.4928892,1.9575,0.2063895890410959,0.10151109589041095,0.13792652054794521,0.05,0.9,0.05,0.8403741643835616,0.8421,-0.10909090909090895,-4,industrial,cast_iron,34,101.92,39.7,32.37,39,15,ACUTE,1,0.4255626103226527,-0.5098681481708824,3100.0,7900.0,0.4865,768,MEDIUM
1966,6,0.0016438356164383563,0.17273561643835617,0.3,0.3,0.08070923287671233,0.0648,0.2441,0.32330388,1.2292,0.17273561643835617,0.05574682191780822,0.1090527397260274,0.05,0.9,0.05,0.8435436712328768,0.8448,-0.04848484848484836,-2,residential_light,concrete,26,95.04,50.0,32.28,39,16,SAFE,2,-1.133156294556612,-0.11887225454119077,3300.0,7900.0,0.4196,1608,MEDIUM
1967,0,0.0,0.17667317808219177,0.3,0.3,0.08633767123287671,0.044,0.1635,0.14322866,0.5054,0.17667317808219177,0.025353287671232877,0.22993238356164383,0.05,0.9,0.05,0.8430935890410959,0.8465,0.0,0,green_space,concrete,32,89.28,41.0,32.05,39,17,SAFE,2,-1.9783680848145924,-0.0951952864193969,3500.0,7900.0,0.4039,2047,MEDIUM
1968,34,0.009315068493150684,0.1772607397260274,0.3,0.3,0.10060449315068493,0.0782,0.4513,0.4483415,1.8329,0.1772607397260274,0.07962709589041095,0.155395698630137,0.05,0.9,0.05,0.8419516712328767,0.8437,0.48484848484848475,10,commercial,concrete,11,109.44,78.5,31.45,39,18,SAFE,2,-0.2767338604842475,1.0763456844231636,3700.0,7900.0,0.4361,1214,MEDIUM
1969,16,0.004383561643835616,0.16504849315068493,0.3,0.3,0.09646726027397261,0.0853,0.2995,0.3459695,1.3798,0.16504849315068493,0.05703621917808219,0.37061526027397257,0.05,0.9,0.05,0.8422819178082193,0.8432,-0.012121212121212085,-2,mixed_use,hdpe,4,106.48,88.1,32.16,39,19,SAFE,2,-1.4735053932651656,-0.1646798501645175,3900.0,7900.0,0.4106,1854,MEDIUM
1970,1214,0.3326027397260274,0.22398564383561642,0.3,0.3,0.14562602739726027,0.1473,0.3545,0.6677168,2.4992,0.22398564383561642,0.14921813698630138,0.1230269589041096,0.05,0.6268,0.3232,0.8383506575342465,0.8382,0.37575757575757446,2,commercial,clay,14,71.04,70.0,31.13,39,20,ACUTE,0,4.0966465870291335,-0.02883294711873481,4100.0,7900.0,0.6914,94,HIGH
1971,768,0.2104109589041096,0.15727175342465755,0.2861,0.2861,0.10831917808219178,0.1377,0.2751,0.60811645,2.174,0.15727175342465755,0.09549545205479452,0.12051312328767123,0.05,0.8999,0.05,0.8413335342465754,0.839,1.175757575757575,28,residential_dense,pvc,18,85.6,70.9,27.33,39,21,ACUTE,3,1.6975293733941288,3.1432046324001854,4300.0,7900.0,0.6152,264,HIGH
1972,157,0.04301369863013699,0.16538602739726027,0.3,0.3,0.09552235616438357,0.0716,0.4447,0.48775646,2.0968,0.16538602739726027,0.08015769863013698,0.10539654794520549,0.05,0.9,0.05,0.8423579999999999,0.8443,-0.5757575757575752,-15,residential_dense,pvc,18,85.6,65.3,30.88,39,22,ACUTE,2,-1.0483105703151272,-1.1311369634153585,4500.0,7900.0,0.4374,1190,MEDIUM
1973,227,0.06219178082191781,0.1433735616438356,0.2685,0.2685,0.09608369863013698,0.0764,0.4125,0.5233099,1.8679,0.1433735616438356,0.07508284931506849,0.18551671232876712,0.05,0.9,0.05,0.8423139178082192,0.8439,0.6969696969696964,13,residential_dense,pvc,12,90.4,78.6,30.5,39,23,ACUTE,2,-0.6305383814099718,1.8689872429757284,4700.0,7900.0,0.3856,2367,MEDIUM
1974,40,0.010958904109589041,0.12418843835616439,0.256,0.256,0.05953898630136986,0.0951,0.1721,0.47945267,1.7772,0.12418843835616439,0.059421452054794516,0.0394746301369863,0.05,0.4799,0.4701,0.8452366027397261,0.8424,-0.3151515151515145,-6,mixed_use,hdpe,28,85.36,47.6,30.33,39,24,SAFE,2,-0.12558970877116515,-1.4708300754230625,4900.0,7900.0,0.3411,2426,MEDIUM
1975,503,0.1378082191780822,0.22431435616438355,0.3,0.3,0.10663723287671234,0.1589,0.2002,0.5441699,2.1615,0.22431435616438355,0.1218106301369863,0.09032558904109589,0.05,0.05,0.9,0.841468684931507,0.8373,0.11515151515151452,9,mixed_use,clay,30,60.8,50.4,29.78,39,25,CHRONIC,0,5.007734082522853,-2.256279609345963,5100.0,7900.0,0.6139,267,HIGH
1976,104,0.028493150684931506,0.1938313424657534,0.3,0.3,0.11228857534246575,0.0896,0.4449,0.50310194,1.788,0.1938313424657534,0.09771695890410959,0.06818909589041096,0.05,0.9,0.05,0.8410169589041095,0.8428,0.6666666666666666,20,commercial,cast_iron,22,115.36,58.0,30.75,39,26,MODERATE,3,0.8126089403764906,1.6855898561703753,5300.0,7900.0,0.4846,778,MEDIUM
1977,137,0.03753424657534247,0.1951848493150685,0.3,0.3,0.11770317808219179,0.0859,0.4089,0.49279875,1.8445,0.1951848493150685,0.09622980821917809,0.1987059178082192,0.05,0.9,0.05,0.8405834520547946,0.8431,0.30909090909090864,9,residential_dense,pvc,13,89.6,75.9,29.58,39,27,ACUTE,1,0.2393042373807801,0.718997041447,5500.0,7900.0,0.4562,971,MEDIUM
1978,191,0.05232876712328767,0.17304506849315068,0.3,0.3,0.10403627397260273,0.0828,0.3208,0.49858323,1.5693,0.17304506849315068,0.08628920547945206,0.13713956164383562,0.05,0.9,0.05,0.8416768493150685,0.8434,0.09090909090909102,1,residential_dense,pvc,19,84.8,69.5,26.44,39,28,MODERATE,2,-0.27267469559254404,0.32291460370338004,5700.0,7900.0,0.4608,944,MEDIUM
1979,5,0.0013698630136986301,0.13577265753424658,0.3,0.3,0.0884394794520548,0.0756,0.2027,0.31811273,1.2533,0.13577265753424658,0.04333027397260274,0.4622218630136986,0.05,0.9,0.05,0.8429242739726027,0.844,-0.09090909090909087,-3,mixed_use,hdpe,2,108.24,99.8,25.89,39,29,SAFE,2,-2.4673586592906283,-0.08796290705665094,5900.0,7900.0,0.3946,2270,MEDIUM
1980,258,0.07068493150684932,0.14679917808219178,0.3,0.3,0.09073386301369864,0.0957,0.3811,0.51861525,2.1931,0.14679917808219178,0.07618019178082192,0.10675443835616438,0.05,0.9,0.05,0.8427403561643836,0.8423,0.5212121212121206,20,residential_dense,pvc,16,87.2,68.1,22.68,39,30,ACUTE,2,-0.08161827791800871,1.9008825891618983,6100.0,7900.0,0.499,697,MEDIUM
1981,925,0.2534246575342466,0.12692284931506848,0.2759,0.2759,0.09586068493150685,0.0604,0.2946,0.6214737,2.4298,0.12692284931506848,0.07857893150684932,0.11736293150684932,0.05,0.9,0.05,0.8423317534246576,0.8452,0.12727272727272765,-11,residential_dense,pvc,33,73.6,43.6,20.58,39,31,ACUTE,2,-0.7959758815689276,0.7108884401893787,6300.0,7900.0,0.4998,691,MEDIUM
1982,982,0.269041095890411,0.181720301369863,0.3,0.3,0.12965567123287672,0.1249,0.5846,0.6371472,2.4223,0.181720301369863,0.11614082191780821,0.07592747945205479,0.05,0.9,0.05,0.8396279178082192,0.84,1.5272727272727267,40,commercial,hdpe,24,88.88,56.4,20.01,39,32,ACUTE,3,2.7386128207613347,4.141852580062822,6500.0,7900.0,0.6946,90,HIGH
1983,32,0.008767123287671232,0.227224602739726,0.3,0.3,0.11998550684931507,0.0957,0.3722,0.45602292,1.8393,0.227224602739726,0.10378087671232877,0.06149909589041096,0.05,0.9,0.05,0.8404021917808219,0.8423,2.140504878609476e-17,0,residential_dense,cast_iron,30,106.4,45.8,20.72,39,33,SAFE,1,0.9047613839849697,-0.3781036622136924,6700.0,7900.0,0.4657,906,MEDIUM
1984,7,0.0019178082191780822,0.22063734246575342,0.3,0.3,0.10910046575342466,0.0606,0.3229,0.338729,1.3378,0.22063734246575342,0.07499991780821919,0.26348449315068495,0.05,0.9,0.05,0.8412713424657534,0.8451,-0.05454545454545454,-3,residential_dense,cast_iron,8,131.04,81.9,20.65,39,34,SAFE,1,-0.5629373378554767,-0.5816998446243409,6900.0,7900.0,0.3868,2363,MEDIUM
1985,317,0.08684931506849315,0.22382624657534245,0.3,0.3,0.13562561643835616,0.0937,0.4467,0.5446461,1.7768,0.22382624657534245,0.1217102191780822,0.14081054794520548,0.05,0.9,0.05,0.8391503561643835,0.8425,-0.22424242424242505,5,residential_light,clay,24,64.64,52.6,20.61,39,35,MODERATE,1,1.1413955123078188,-0.20614975328037688,7100.0,7900.0,0.4962,711,MEDIUM
1986,12,0.0032876712328767125,0.17601235616438357,0.3,0.3,0.11015213698630137,0.1018,0.3594,0.43912587,1.3603,0.17601235616438357,0.07730769863013698,0.364746301369863,0.05,0.9,0.05,0.841188493150685,0.8419,-0.1939393939393939,-6,residential_dense,concrete,2,118.08,98.7,21.63,39,36,SAFE,1,-0.9278350143986174,-0.6536777544658302,7300.0,7900.0,0.4261,1424,MEDIUM
1987,0,0.0,0.13334945205479454,0.2724,0.2724,0.0956150410958904,0.0946,0.1625,0.12071102,0.4875,0.13334945205479454,0.016056986301369862,0.48610000000000003,0.2034,0.7466,0.05,0.8423500273972603,0.8424,0.0,0,green_space,pvc,16,87.2,71.2,22.41,39,37,SAFE,4,-3.437645037611376,-0.7267727160723282,7500.0,7900.0,0.3613,2408,MEDIUM
1988,10,0.0027397260273972603,0.18423216438356166,0.3,0.3,0.10301813698630137,0.0848,0.4111,0.40983468,1.6613,0.18423216438356166,0.07554813698630136,0.2231375616438356,0.05,0.9,0.05,0.841758794520548,0.8432,0.012121212121212244,-2,residential_dense,concrete,11,109.44,79.6,22.19,39,38,SAFE,1,-0.6374672144672688,-0.18821647537610287,7700.0,7900.0,0.4206,1582,MEDIUM
1989,494,0.13534246575342465,0.2024243287671233,0.3,0.3,0.12714063013698632,0.0831,0.4654,0.55165446,2.0103,0.2024243287671233,0.11171597260273973,0.08260479452054795,0.05,0.9,0.05,0.8398283561643836,0.8434,0.9818181818181818,28,residential_dense,hdpe,33,80.96,42.9,23.92,39,39,ACUTE,3,1.5882881819300754,2.6285762018253283,7900.0,7900.0,0.565,425,HIGH
1990,532,0.14575342465753424,0.20097632876712326,0.3,0.3,0.11629810958904109,0.207,0.2099,0.5688584,2.0162,0.20097632876712326,0.11457528767123287,0.10604112328767124,0.05,0.05,0.8999,0.8406968767123287,0.8334,0.9696969696969678,16,residential_dense,pvc,21,83.2,64.9,24.54,39,40,CHRONIC,0,5.634021906847087,-0.8695758892549408,8100.0,7900.0,0.6958,87,HIGH
1991,1266,0.34684931506849315,0.20708783561643834,0.3,0.3,0.14910394520547945,0.103,0.5491,0.69588965,2.3072,0.20708783561643834,0.14410983561643836,0.07334090410958904,0.05,0.8491,0.1009,0.8380719178082192,0.8418,-0.37575757575757823,-12,industrial,pvc,26,79.2,49.8,24.29,39,41,ACUTE,1,2.1987980551380355,-0.5742500302209573,8300.0,7900.0,0.6505,183,HIGH
1992,45,0.012328767123287671,0.21217487671232876,0.3,0.3,0.1315669315068493,0.1067,0.3802,0.47752422,1.4431,0.21217487671232876,0.1009042191780822,0.35120438356164385,0.05,0.9,0.05,0.839474493150685,0.8415,-0.30909090909090847,-5,residential_light,clay,13,71.68,77.7,24.15,39,42,SAFE,1,0.017139094301342063,-0.9948163031969607,8500.0,7900.0,0.4539,983,MEDIUM
1993,7,0.0019178082191780822,0.15238797260273973,0.3,0.3,0.08689884931506849,0.1068,0.3064,0.37534094,1.2477,0.15238797260273973,0.05698643835616438,0.23092424657534247,0.05,0.9,0.05,0.8430488219178083,0.8415,-0.07878787878787875,-3,residential_light,pvc,17,86.4,65.8,22.85,39,43,SAFE,2,-1.1209390439109985,-0.21153789821234184,8700.0,7900.0,0.4547,980,MEDIUM
1994,52,0.014246575342465753,0.180132301369863,0.3,0.3,0.09292613698630138,0.0881,0.2442,0.46694502,1.9609,0.180132301369863,0.08399783561643837,0.05665482191780822,0.05,0.9,0.05,0.8425658356164384,0.843,0.012121212121211852,-2,residential_dense,concrete,27,94.08,53.9,21.64,39,44,SAFE,1,-0.15348024245520925,-0.04709756948973842,8900.0,7900.0,0.4557,973,MEDIUM
1995,18,0.004931506849315068,0.19531583561643834,0.3,0.3,0.11600876712328767,0.084,0.4682,0.45947173,1.8642,0.19531583561643834,0.08978813698630136,0.2503573698630137,0.05,0.9,0.05,0.8407195890410959,0.8433,-0.3151515151515148,-6,residential_dense,concrete,10,110.4,83.6,21.64,39,45,SAFE,1,-0.520800003258198,-0.8222391535331655,9100.0,7900.0,0.4188,1636,MEDIUM
1996,2,0.000547945205479452,0.19444238356164384,0.3,0.3,0.1012146301369863,0.074,0.2452,0.267059,0.8688,0.19444238356164384,0.05174641095890411,0.41985638356164384,0.05,0.9,0.05,0.8419033698630136,0.8441,0.0606060606060606,2,residential_light,cast_iron,10,128.8,86.6,20.08,39,46,SAFE,1,-1.2992693025857307,-0.17556930640381016,9300.0,7900.0,0.4073,1955,MEDIUM
1997,249,0.06821917808219179,0.14229630136986302,0.3,0.3,0.08231106849315069,0.1013,0.4675,0.52668864,2.0339,0.14229630136986302,0.07474498630136987,0.05499813698630137,0.05,0.8943,0.0556,0.8434149863013699,0.8419,0.8303030303030309,29,residential_dense,hdpe,21,91.52,57.9,19.06,39,47,ACUTE,3,0.26132457769941203,2.696346893997987,9500.0,7900.0,0.5249,577,HIGH
1998,1526,0.4180821917808219,0.23319827397260273,0.3,0.3,0.11053958904109588,0.1577,0.1915,0.7598131,2.3773,0.23319827397260273,0.17712742465753423,0.08172539726027397,0.05,0.05,0.8999,0.8411561095890411,0.8374,0.4363636363636358,6,residential_dense,clay,20,67.2,59.6,19.84,39,48,CHRONIC,0,6.895537155474351,-1.315506843600456,9700.0,7900.0,0.7616,21,CRITICAL
1999,3,0.0008219178082191781,0.21808076712328767,0.3,0.3,0.11066506849315069,0.0753,0.2356,0.29041457,1.0661,0.21808076712328767,0.06343109589041096,0.42047723287671235,0.05,0.9,0.05,0.8411469315068493,0.844,-0.12727272727272737,-3,residential_light,concrete,7,113.28,85.2,19.39,39,49,SAFE,1,-0.9129705276159952,-0.8107569893015766,9900.0,7900.0,0.4017,2109,MEDIUM
2000,0,0.0,0.1947925205479452,0.3,0.3,0.1239317808219178,0.0805,0.215,0.10185562,0.4229,0.1947925205479452,0.019869287671232874,0.654618,0.1068,0.8432,0.05,0.8400860273972602,0.8436,0.0,0,green_space,concrete,4,116.16,90.4,11.11,40,0,SAFE,4,-2.4868101995729868,-0.8460616549327458,100.0,8100.0,0.4027,2082,MEDIUM
2001,15,0.00410958904109589,0.1935562191780822,0.3,0.3,0.08674183561643836,0.14,0.183,0.41834942,1.7332,0.1935562191780822,0.08111964383561644,0.07280923287671233,0.05,0.2432,0.7068,0.8430607945205479,0.8388,-0.03030303030303028,-1,residential_dense,concrete,22,98.88,57.9,12.19,40,1,SAFE,0,2.5851575660022954,-2.3565640631323403,300.0,8100.0,0.5024,672,HIGH
2002,15,0.00410958904109589,0.17909805479452054,0.3,0.3,0.09953180821917808,0.0869,0.3181,0.36864278,1.3263,0.17909805479452054,0.06603246575342465,0.2933508767123288,0.05,0.9,0.05,0.8420375342465753,0.843,0.07878787878787884,1,residential_light,pvc,18,85.6,71.7,11.97,40,2,SAFE,1,-0.8891006681537555,0.006616306333523995,500.0,8100.0,0.4375,1187,MEDIUM
2003,5,0.0013698630136986301,0.19129263013698627,0.3,0.3,0.11022912328767123,0.1036,0.2336,0.40639332,1.4483,0.19129263013698627,0.07768931506849315,0.3126617808219178,0.05,0.9,0.05,0.841181698630137,0.8417,-0.1636363636363635,-3,residential_dense,concrete,4,116.16,90.3,12.79,40,3,SAFE,1,-0.5181759768565682,-0.6172064286690656,700.0,8100.0,0.4303,1325,MEDIUM
2004,5,0.0013698630136986301,0.15136397260273973,0.3,0.3,0.06173312328767123,0.1218,0.1248,0.39352843,1.2707,0.15136397260273973,0.05972095890410959,0.047696219178082186,0.05,0.2407,0.7093,0.8450621369863014,0.8403,-0.17575757575757572,-3,residential_light,concrete,30,91.2,43.7,11.55,40,4,SAFE,0,1.3954007030437494,-2.2486956195616323,900.0,8100.0,0.4922,738,MEDIUM
2005,13,0.003561643835616438,0.21478572602739726,0.3,0.3,0.1143786301369863,0.0784,0.3988,0.42384073,1.5893,0.21478572602739726,0.09086868493150685,0.19037490410958902,0.05,0.9,0.05,0.8408487671232877,0.8437,-0.29696969696969716,-7,residential_dense,cast_iron,15,123.2,75.6,14.17,40,5,SAFE,1,-0.18005967364691425,-0.9817450642011293,1100.0,8100.0,0.4193,1621,MEDIUM
2006,885,0.24246575342465754,0.15903709589041096,0.3,0.3,0.11220249315068494,0.1152,0.3349,0.6106405,2.5466,0.15903709589041096,0.09714457534246575,0.07730786301369863,0.05,0.9,0.05,0.8410234520547946,0.8408,1.096969696969699,35,industrial,pvc,27,78.4,50.9,14.77,40,6,ACUTE,3,1.6967424550401475,3.508328249611369,1300.0,8100.0,0.6557,170,HIGH
2007,0,0.0,0.21080372602739725,0.3,0.3,0.10767339726027397,0.0586,0.1763,0.16549803,0.6096,0.21080372602739725,0.034800739726027395,0.5332412328767123,0.05,0.9,0.05,0.8413858082191781,0.8453,0.0,0,green_space,clay,15,70.4,75.8,15.19,40,7,SAFE,1,-1.7819587254652107,-0.5436057287224336,1500.0,8100.0,0.3943,2277,MEDIUM
2008,61,0.016712328767123287,0.22893369863013696,0.3,0.3,0.1240286301369863,0.0863,0.4735,0.46518415,1.9497,0.22893369863013696,0.10677994520547945,0.1384065479452055,0.05,0.9,0.05,0.8400777260273973,0.8431,0.44242424242424233,15,residential_light,clay,25,64.0,50.7,18.36,40,8,SAFE,1,1.0709952489820782,0.8570869565769906,1700.0,8100.0,0.4697,878,MEDIUM
2009,221,0.06054794520547945,0.17338090410958903,0.3,0.3,0.08308454794520548,0.1501,0.2091,0.5210036,2.017,0.17338090410958903,0.09063432876712328,0.061144328767123286,0.05,0.1401,0.8099,0.843352794520548,0.838,1.2181818181818185,35,residential_dense,hdpe,23,89.76,58.5,20.73,40,9,ACUTE,0,4.013679185474935,0.7873157088866368,1900.0,8100.0,0.5969,314,HIGH
2010,0,0.0,0.17176720547945204,0.3,0.3,0.11345106849315069,0.0825,0.2044,0.1133403,0.3779,0.17176720547945204,0.01956419178082192,0.6146463561643835,0.1164,0.8336,0.05,0.8409237534246575,0.8434,0.0,0,green_space,concrete,5,115.2,86.3,20.55,40,10,SAFE,4,-2.7741178304309733,-0.6688362035862077,2100.0,8100.0,0.4066,1970,MEDIUM
2011,52,0.014246575342465753,0.2148968493150685,0.3,0.3,0.11597279452054794,0.0532,0.4142,0.45435035,1.6566,0.2148968493150685,0.09745898630136987,0.0910727397260274,0.05,0.9,0.05,0.8407225753424657,0.8457,0.10909090909090888,0,residential_dense,concrete,31,90.24,39.8,23.83,40,11,SAFE,1,0.05280055221093136,0.013574703372228727,2300.0,8100.0,0.4253,1446,MEDIUM
2012,4,0.001095890410958904,0.19184024657534246,0.3,0.3,0.09436276712328767,0.0775,0.3807,0.3397085,1.5088,0.19184024657534246,0.06522273972602739,0.18399,0.05,0.9,0.05,0.842451506849315,0.8438,0.0606060606060606,2,residential_dense,cast_iron,17,120.96,73.5,26.11,40,12,SAFE,1,-0.61484439487255,-0.024635671280518717,2500.0,8100.0,0.4226,1516,MEDIUM
2013,884,0.2421917808219178,0.14648186301369864,0.3,0.3,0.10729780821917809,0.106,0.4924,0.6099808,2.0287,0.14648186301369864,0.09004542465753425,0.11510465753424658,0.05,0.9,0.05,0.8414160821917809,0.8415,0.9696969696969691,10,industrial,pvc,28,77.6,46.0,27.86,40,13,ACUTE,3,0.8333663806858734,2.3544801401215394,2700.0,8100.0,0.6411,202,HIGH
2014,806,0.22082191780821916,0.2204930684931507,0.3,0.3,0.15646238356164385,0.1297,0.5216,0.58940655,2.1766,0.2204930684931507,0.12994375342465753,0.3063098904109589,0.05,0.9,0.05,0.8374832054794521,0.8396,0.5939393939393931,8,industrial,clay,6,76.16,89.5,31.05,40,14,ACUTE,3,2.145364263133868,1.06215026162039,2900.0,8100.0,0.6071,287,HIGH
2015,0,0.0,0.2184212876712329,0.3,0.3,0.09377564383561643,0.0486,0.1435,0.14455493,0.5247,0.2184212876712329,0.031574630136986304,0.2553790684931507,0.05,0.9,0.05,0.8424978630136987,0.8461,0.0,0,green_space,concrete,31,90.24,43.3,30.87,40,15,SAFE,1,-1.2673589531591185,-0.48962568186377475,3100.0,8100.0,0.4077,1943,MEDIUM
2016,325,0.08904109589041095,0.1465306301369863,0.3,0.3,0.0954117808219178,0.0993,0.3839,0.52135676,1.9928,0.1465306301369863,0.07662246575342467,0.13654268493150687,0.05,0.9,0.05,0.8423665479452055,0.8421,1.7636363636363632,67,residential_dense,hdpe,33,80.96,39.1,31.09,40,16,ACUTE,3,1.0561192277489475,5.543159647829979,3300.0,8100.0,0.5914,332,HIGH
2017,1983,0.5432876712328767,0.19886731506849314,0.3,0.3,0.18664931506849314,0.1446,0.5209,0.9170777,3.5196,0.19886731506849314,0.18224961643835616,0.10913049315068493,0.05,0.8996,0.0504,0.835067397260274,0.8384,1.2787878787878788,25,industrial,clay,33,58.88,44.6,29.22,40,17,ACUTE,3,4.699564832714457,3.698457371367172,3500.0,8100.0,0.8693,1,CRITICAL
2018,1743,0.4775342465753425,0.21434528767123287,0.3,0.3,0.18797720547945207,0.1139,0.5951,0.8328624,3.1208,0.21434528767123287,0.1787662191780822,0.13478054794520547,0.05,0.9,0.05,0.8349625753424658,0.8409,-0.2727272727272797,-9,industrial,clay,31,60.16,39.4,31.45,40,18,ACUTE,3,3.153318389724474,0.08918030471677367,3700.0,8100.0,0.7416,33,HIGH
2019,8,0.002191780821917808,0.20431194520547946,0.3,0.3,0.08843769863013698,0.1221,0.1906,0.3607517,1.448,0.20431194520547946,0.07354117808219178,0.081002,0.05,0.4677,0.4823,0.8429251232876712,0.8402,-0.0727272727272727,-2,residential_dense,cast_iron,24,113.12,58.4,29.08,40,19,SAFE,0,1.6834008150637734,-1.8605100873268174,3900.0,8100.0,0.4836,788,MEDIUM
2020,16,0.004383561643835616,0.18180413698630138,0.3,0.3,0.0861175616438356,0.1525,0.1635,0.42709714,1.654,0.18180413698630138,0.07786134246575342,0.07651961643835617,0.05,0.1973,0.7527,0.8431106849315068,0.8378,0.09696969696969696,2,residential_dense,concrete,25,96.0,59.6,29.92,40,20,SAFE,0,2.7552102106446625,-2.152718756045815,4100.0,8100.0,0.5258,575,HIGH
2021,14,0.0038356164383561643,0.21597402739726027,0.3,0.3,0.11359076712328767,0.0719,0.4249,0.4008631,1.6928,0.21597402739726027,0.08674271232876712,0.2095755890410959,0.05,0.9,0.05,0.8409123287671233,0.8443,-0.09696969696969683,-2,residential_dense,concrete,14,106.56,75.4,29.82,40,21,SAFE,1,-0.20444449420677144,-0.5201162640153265,4300.0,8100.0,0.4103,1862,MEDIUM
2022,121,0.03315068493150685,0.20872027397260273,0.3,0.3,0.11588676712328767,0.0891,0.4945,0.47730717,1.9942,0.20872027397260273,0.0995025205479452,0.07347558904109588,0.05,0.9,0.05,0.8407282739726027,0.8429,0.1272727272727268,-1,residential_dense,concrete,34,87.36,43.2,30.72,40,22,ACUTE,1,0.5746242719659627,-0.03994355295385218,4500.0,8100.0,0.4828,795,MEDIUM
